chunk_id,question
13078827_9,What are the main objectives of the National Federation of Coffee Growers of Colombia?
13078827_10,What is the primary role of the National Federation of Coffee Growers of Colombia?
13078827_10,When was the National Federation of Coffee Growers of Colombia founded?
13078827_10,How does the Federation support coffee research and development?
13078827_10,What is the significance of the Juan Valdez branding in Colombian coffee marketing?
13078827_10,How many producers are currently represented by the National Federation of Coffee Growers of Colombia?
27264754_0,What is the historical significance of the coffee plant's origin in Ethiopia?
27264754_0,How much coffee does Ethiopia expect to produce in the 2026/27 marketing year?
27264754_0,What role does coffee play in Ethiopia's economy and agricultural exports?
27264754_0,Can you explain the story of Kaldi and its connection to the discovery of coffee?
27264754_0,What was the impact of the demand for coffee in the 1960s on its distribution?
27264754_1,What famous legend is associated with the discovery of the coffee plant in Ethiopia?
27264754_1,How did the consumption of coffee as a beverage spread from Ethiopia to other regions?
27264754_1,What significant political changes occurred in Ethiopia regarding coffee farming after 1991?
27264754_1,What was the purpose of establishing the Ethiopia Commodity Exchange (ECX) in 2008?
27264754_1,What reforms were implemented in the ECX starting in 2017 to improve coffee traceability?
27264754_2,What were the implications of the collective farming policy on coffee production in Ethiopia prior to 1991?
27264754_2,How did the establishment of the Ethiopia Commodity Exchange (ECX) in 2008 influence coffee trade practices?
27264754_2,What were the criticisms regarding the pooling practice of coffee through the ECX?
27264754_2,What significant reforms took place in the ECX trading rules beginning in 2017?
27264754_2,How have the reforms affected the traceability and export methods for Ethiopian coffee in international markets?
27264754_3,What changes have been made to the coffee export process in Ethiopia that allow buyers to trace coffees back to their original sources?
27264754_3,How has the role of exporters and cooperatives evolved with the new export licensing regulations in Ethiopia?
27264754_3,"What is Ethiopia's rank in global coffee production, and how much coffee did it produce in 2022?"
27264754_3,"Which regions are the major markets for Ethiopian coffee exports, and what percentage of exports goes to each region?"
27264754_3,Can you explain the three main categories of Ethiopian coffees based on their production methods?
27264754_4,"What is Ethiopia's ranking in global coffee production, and how much coffee did it produce in 2022?"
27264754_4,How many small-scale farmers are involved in coffee production in Ethiopia?
27264754_4,What are the main categories of Ethiopian coffees based on their production methods?
27264754_4,What percentage of Ethiopia's annual government revenue comes from coffee exports?
27264754_4,How does the Tea and Coffee Authority in Ethiopia regulate the coffee market?
27264754_5,What percentage of Ethiopia's annual government revenue comes from coffee exports?
27264754_5,What government authority is responsible for regulating coffee prices in Ethiopia?
27264754_5,What are the three main categories of Ethiopian coffee beans mentioned in the article?
27264754_5,How is the coffee from the Sidamo region described in terms of flavor profile?
27264754_5,Which regions in Ethiopia are known for their trademarked coffee varieties?
27264754_6,What are the unique characteristics of Sidamo coffee and its flavor profile?
27264754_6,Can you explain the significance of regionally branded Ethiopian coffee varieties?
27264754_6,What makes the Harar coffee beans distinctive compared to other Ethiopian varieties?
27264754_6,How does the elevation at which Sidamo coffee is grown affect its flavor and quality?
27264754_6,What are the notable flavor notes found in the Genika coffee from the Bench Maji Zone?
27264754_7,What are the distinctive flavor notes of Sidamo coffees from Ethiopia?
27264754_7,What is unique about Ethiopia Genika coffee in terms of its origin and flavor profile?
27264754_7,"How is Harar coffee processed, and what are its key characteristics?"
27264754_7,Why is Kaffa coffee significant in relation to Arabica coffee cultivation?
27264754_7,What are the current challenges faced by Ethiopian coffee production due to climate change?
27264754_8,What are the characteristics of Harar coffee beans in Ethiopia?
27264754_8,How does climate change impact coffee production in Ethiopia?
27264754_8,What is unique about the coffee growing conditions in the Kaffa region of Ethiopia?
27264754_8,What measures may be needed to sustain coffee production in Ethiopia due to climate challenges?
27264754_8,How does the increase in temperature contribute to coffee production issues in Ethiopia?
27264754_9,How is climate change expected to impact coffee production in Ethiopia by 2060?
27264754_9,What are some sustainable practices Ethiopian farmers are adopting to combat climate change effects on coffee?
27264754_9,What could be the potential decrease in coffee yield in Ethiopia due to climate-related factors?
27264754_9,Why is the loss of forest cover in Ethiopia a threat to coffee cultivation?
27264754_9,What adaptations are suggested to build resilience in Ethiopian coffee farming?
27264754_10,What sustainable practices have Ethiopian farmers adopted to cope with climate change and improve coffee production?
27264754_10,How does climate change affect coffee yields in major regions of Ethiopia like Sidama and Yirgacheffe?
27264754_10,What was the accusation made by Oxfam against Starbucks regarding Ethiopian coffee trademarks?
27264754_10,What economic impact could the trademark issues have on Ethiopian coffee farmers as suggested by Oxfam?
27264754_10,What was the response from Starbucks to Oxfam's campaign regarding the use of Ethiopian coffee brands?
27264754_11,What were the annual earnings potential for Ethiopian coffee farmers as mentioned in the article?
27264754_11,Why did Oxfam America urge Starbucks to sign a licensing agreement with Ethiopia?
27264754_11,What was the NCA's position on the economic implications of Starbucks' practices on Ethiopian farmers?
27264754_11,What did Starbucks accuse Oxfam of regarding their campaign on Ethiopian coffee?
27264754_11,"What was the outcome of the agreement announced on June 20, 2007, between the Government of Ethiopia and Starbucks?"
27264754_12,What was the reaction of The Economist regarding Oxfam's stance on Ethiopia's government?
27264754_12,What type of agreement was made between the Ethiopian government and Starbucks Coffee Company on 20 June 2007?
27264754_12,What promotional activities did Starbucks plan for Ethiopian coffee in 2008?
27264754_12,How did an Oxfam spokesman describe the deal between Ethiopia and Starbucks?
27264754_12,What significant change in Starbucks' approach to Ethiopian coffee is mentioned in the article?
18272624_0,When was coffee first introduced to Vietnam and by whom?
18272624_0,What major changes in coffee production occurred in Vietnam after the Vietnam War?
18272624_0,What was the production capacity of the first instant coffee plant established in Vietnam?
18272624_0,How did the Đổi mới economic reforms impact the Vietnamese coffee industry?
18272624_0,Which provinces in Vietnam were the first to set up coffee plantations?
18272624_1,What significant event disrupted coffee production in the Buôn Ma Thuột region during the Vietnam War?
18272624_1,"How much coffee was exported from Vietnam in 2023, and what type of coffee dominates its production?"
18272624_1,What changes occurred in the Vietnamese coffee industry after the Đổi mới reforms in 1986?
18272624_1,What was the impact of collectivization on coffee production after the North Vietnamese victory?
18272624_1,What are some economic challenges faced by coffee farmers in Vietnam since the 1980s?
18272624_2,What economic and social reforms in the late 1970s led to migration into the Central Highlands of Vietnam?
18272624_2,"How much coffee did Vietnam export in 2023, and what percentage of its output is Robusta coffee?"
18272624_2,What factors contributed to the fluctuating coffee production in Vietnam since the 1980s?
18272624_2,What was the USDA's prediction for coffee production in 2018 and what improvements did they attribute this to?
18272624_2,How did the drop in global coffee prices in 2001 affect farming households in Vietnam?
18272624_3,"What was Vietnam's coffee production in 2017, and how did it compare to the USDA estimate?"
18272624_3,What factors contributed to the predicted increase in coffee production in 2018?
18272624_3,How did the drop in coffee prices in 2001 impact farming households in Vietnam?
18272624_3,What consequences did the coffee boom from 2013-2014 have on local export firms?
18272624_3,"What is the projected coffee production for Vietnam in March 2025, and what is the expected cause of decline?"
18272624_4,What was the impact of the 2013-2014 coffee boom on local coffee export firms in Vietnam?
18272624_4,How many local coffee export firms ceased trading due to the inability to repay loans?
18272624_4,What is the projected total coffee production in Vietnam for March 2025?
18272624_4,How has the coffee industry in Vietnam affected indigenous Montagnard peoples?
18272624_4,What are some environmental consequences of the robust Vietnamese coffee industry?
18272624_5,What social issues are highlighted in the context of coffee production in Vietnam?
18272624_5,How has the abolition of indigenous autonomous zones impacted the Montagnard peoples?
18272624_5,What are the economic disparities between Kinh and Ede coffee farmers as mentioned in the article?
18272624_5,What role does family labor play in affecting the household income of Ede coffee farmers?
18272624_5,What environmental consequences have resulted from the growth of the coffee industry in Vietnam?
18272624_6,What are some reasons for the lower household income of Ede coffee farmers despite having larger farms?
18272624_6,How does the use of family labor affect the productivity of Ede farmers compared to Kinh farmers?
18272624_6,What did the 2003 survey reveal about the household dependencies of smallholder coffee farmers?
18272624_6,How did Kinh and Ede households respond differently to falling coffee prices?
18272624_6,What challenges did Ede farmers face in accessing short-term loans and changing crops?
18272624_7,What reasons do researchers provide for the hiring of labour in coffee production in Vietnam?
18272624_7,How did the studies conducted between 1999 and 2003 assess the responses of Kinh and Ede households to falling coffee prices?
18272624_7,What advantages do the Ede households have concerning their coffee cultivation compared to the Kinh households?
18272624_7,What challenges do the Ede face despite having larger farms that allow for crop diversification?
18272624_7,How do migrant networks contribute to the resources available to coffee farmers in Vietnam?
18272624_8,What recommendations have been suggested regarding macro policies for coffee farmers in Vietnam?
18272624_8,How do migrant networks impact the resources available to coffee farmers according to the article?
18272624_8,What role do Kinh emigrants play in supporting their families and land back home?
18272624_8,What historical context does the article provide about the mobilization of lowland farmers to the highlands in Vietnam?
18272624_8,How does the article describe the inequalities that exist among Kinh farmers compared to ethnic minorities?
18272624_9,What role do family and village networks play in supporting Kinh emigrants who migrate to the highlands for coffee farming?
18272624_9,How did the motivations for lowland farmers to migrate to the highlands change over time according to the article?
18272624_9,"What negative impacts have arisen from the expansion of coffee production in the Central Highlands, particularly in Dak Lak?"
18272624_9,Can you explain the term 'negotiated reciprocity' as mentioned in the context of familial help for migrants?
18272624_9,What historical challenges did the post-colonial Vietnamese government face in mobilizing lowland farmers to the highlands for coffee production?
18272624_10,What are the main environmental consequences of expanding coffee production in Dak Lak?
18272624_10,How has coffee farming affected the livelihoods of smallholder farmers in Vietnam?
18272624_10,What role did colonial employment opportunities play in the coffee production sector?
18272624_10,In what ways has the expansion of coffee production led to socioeconomic inequality?
18272624_10,What factors are contributing to the challenges faced by smallholder farmers in the coffee industry?
18272624_11,What were the environmental considerations during the push for higher economic growth in Vietnam's coffee production?
18272624_11,How has intensive farming practices impacted soil fertility and pest levels for coffee farmers?
18272624_11,What specific challenges are smallholder farmers facing in the coffee industry according to the World Bank study?
18272624_11,How does socioeconomic inequality influence the land use and coffee cultivation in Vietnam?
18272624_11,What is the purpose of the New Vision for Agriculture framework established in 2010 regarding coffee production?
18272624_12,What impacts does the coffee economy have on social inequality and environmental degradation in Vietnam?
18272624_12,What is the New Vision for Agriculture (NVA) framework and what were its goals?
18272624_12,How did the Coffee Coordination Board (CCB) come into existence and what was its purpose?
18272624_12,What role did prominent coffee companies play in the sustainable agriculture initiatives in Vietnam?
18272624_12,How did the governance of coffee production change as noted in the World Bank case study conducted in 2015?
18272624_13,What collaborative efforts have prominent coffee companies in Vietnam undertaken to improve coffee production?
18272624_13,"When was the Coffee Coordination Board (CCB) established in Vietnam, and what prompted its formation?"
18272624_13,How has the shift in coffee governance affected local coffee farmers in Vietnam since the establishment of the CCB?
18272624_13,What challenges do smallholder farmers face during the replanting of aging coffee trees according to the World Bank's estimation?
18272624_13,What issues have arisen regarding the enforcement of government incentives for farmers to adopt new farming practices?
18272624_14,What crisis is linked to the aging tree stock in Vietnam's coffee production?
18272624_14,How much is Vietnam's coffee production expected to decline by the mid-2020s without replanting?
18272624_14,What challenges do smallholder farmers face during the early maturing period of new coffee trees?
18272624_14,What incentives has the Vietnamese government provided to encourage modern farming practices?
18272624_14,How does access to programs from the CCB vary among different ethnic groups in Vietnam's coffee industry?
18272624_15,What are some policy recommendations made by researchers to improve coffee production in Vietnam?
18272624_15,How does the access to CCB's programs vary among different ethnic groups in Vietnam?
18272624_15,What role do international fair trade certifications play in supporting coffee producers?
18272624_15,How does Fair Trade certification impact Vietnam's coffee export strategy?
18272624_15,Why is the Fair Trade movement critiqued as an imagined construct in the context of Vietnam?
18272624_16,What is the role of certification schemes in Vietnam's coffee industry and its global identity?
18272624_16,How does the Vietnamese government influence the fair-trade discourse in coffee production?
18272624_16,What are the two main objectives of Vietnam's coffee statecraft?
18272624_16,What are some negative impacts of expanding the coffee industry in Vietnam?
18272624_16,Why is the fair-trade rhetoric criticized in terms of its portrayal of farmers and poverty?
18272624_17,What are the negative social and ecological impacts of coffee production in Vietnam?
18272624_17,How does fair trade rhetoric affect perceptions of poverty among Vietnamese coffee farmers?
18272624_17,What role do international consumers play in promoting ethical and ecological practices in coffee production?
18272624_17,How can certifications impact the perception of Vietnamese coffee quality?
18272624_17,What is the primary concern for Vietnamese coffee farmers regarding the recognition of their coffee quality?
18272624_18,What social initiatives are Vietnamese coffee farmers undertaking to improve the recognition of their coffee quality?
18272624_18,How do certifications affect the perception of Vietnamese coffee among consumers and investors?
18272624_18,What challenges do Vietnamese farmers face in maximizing their potential earnings in coffee production?
18272624_18,What marketing strategies has Trung Nguyên employed to enhance the image of Vietnamese coffee?
18272624_18,Why are domestic tourists interested in visiting the Trung Nguyên coffee village and the World Coffee Museum?
18272624_19,What strategies does Trung Nguyên use to market its coffee in Vietnam?
18272624_19,How has the introduction of Starbucks influenced the coffee market in Vietnam?
18272624_19,What exemptions exist under the COOL legislation regarding Vietnamese coffee?
18272624_19,How does Vietnamese-style coffee differ from New Orleans-style coffee?
18272624_19,What significant changes occurred in the Vietnamese coffee industry under the Đổi mới economic policy?
18272624_20,What are the main differences between Vietnamese coffee and coffee brewed in Louisiana?
18272624_20,Why is there no requirement to label Vietnamese coffee as 'Made in Vietnam'?
18272624_20,What types of coffee beans are commonly grown in the Buôn Mê Thuột region?
18272624_20,How is Vietnamese coffee typically prepared and served compared to other styles?
18272624_20,What historical factors influenced the adoption of New Orleans-style coffee by Vietnamese immigrants?
18272624_21,What distinct characteristics define Vietnamese Buôn Ma Thuột-style coffee compared to other types?
18272624_21,What various species of coffee are cultivated in the Buôn Mê Thuột regions?
18272624_21,Why is sweetened condensed milk used in Vietnamese coffee instead of fresh milk?
18272624_21,How is coffee typically prepared and served in Vietnam?
18272624_21,"What are the different ways Vietnamese coffee is brewed and enjoyed, particularly regarding ice and sweetness?"
18740889_0,What rank did Indonesia hold in global coffee production by 2025?
18740889_0,When did coffee cultivation begin in Indonesia and which period was it associated with?
18740889_0,How much coffee did Indonesia produce in 2017 and how much of that was for domestic consumption?
18740889_0,"What types of coffee beans are primarily produced in Indonesia, and what are their characteristics?"
18740889_0,"Who sent the first arabica coffee seedlings to Indonesia, and what was the result of the initial attempts to cultivate them?"
18740889_1,What year did the Dutch governor of Batavia first receive coffee seedlings from Yemen?
18740889_1,How much coffee was shipped from Java to Europe by the Dutch East India Company in 1717?
18740889_1,What historical significance does the port of Batavia have in relation to coffee shipping?
18740889_1,How did the price of coffee evolve in Amsterdam during the 18th century?
18740889_1,Which region surpassed the East Indies as the world's most important coffee supplier in the 1840s?
18740889_2,"What was the price of coffee shipped from Batavia to Amsterdam in the 18th century, and how does that compare to today's prices?"
18740889_2,How did the coffee trade affect the VOC and the Dutch East Indies government financially?
18740889_2,What was the role of the Cultuurstelsel in coffee production from 1830 to 1870 in Indonesia?
18740889_2,Which regions in Indonesia were specifically affected by the Cultuurstelsel for coffee production?
18740889_2,How did the novel 'Max Havelaar' influence public opinion regarding colonialism and the Cultivation System?
18740889_3,What was the purpose of the Cultuurstelsel implemented by the colonial government in Indonesia?
18740889_3,In which regions of Indonesia was the Cultuurstelsel applied to coffee production?
18740889_3,How did the novel Max Havelaar impact public opinion in the Netherlands regarding the Cultivation System?
18740889_3,When and where was coffee first planted in North Sumatra?
18740889_3,What significant event concerning coffee occurred in Indonesia in 1876?
18740889_4,What regions in Indonesia were involved in expanding arabica coffee-growing areas in the mid-1870s?
18740889_4,When and where was coffee first grown in North Sumatra?
18740889_4,What caused the decline of the Arabica Typica cultivar in Indonesia in the late 1800s?
18740889_4,How did the introduction of Robusta coffee affect coffee production in Java and Sumatra?
18740889_4,What percentage of Indonesia's coffee production today comes from smallholder farms?
18740889_5,What was the significance of introducing robusta coffee to East Java in 1900?
18740889_5,"When were Dutch-owned coffee plantations nationalized in Indonesia, and how are they managed today?"
18740889_5,"What percentage of Indonesia's coffee is grown by smallholders, and what is the average farm size?"
18740889_5,Can you name some varieties of Coffea arabica grown commercially in Indonesia?
18740889_5,What are the characteristics or origins of the Hibrido de Timor (HDT) coffee variety?
18740889_6,What are the six main categories of Coffea arabica varieties grown in Indonesia?
18740889_6,Can you explain the origins and characteristics of the Hibrido de Timor variety?
18740889_6,What processing technique is unique to coffee production in Sumatra?
18740889_6,How does the soil composition in Sumatra influence the coffee's green bean color?
18740889_6,What are the typical flavor characteristics of Sumatran coffee?
18740889_7,What are the Ethiopian coffee varieties found in Sumatra and their historical significance?
18740889_7,Can you explain the characteristics and origin of Caturra cultivars?
18740889_7,What are Catimor lines known for and what kinds of varieties exist?
18740889_7,How does the processing technique of 'giling basah' affect the coffee from Sumatra?
18740889_7,What are the key differences between Mandheling and Lintong coffee in terms of origin and production?
18740889_8,What are the notable flavor profiles associated with Sumatran coffees?
18740889_8,Can you explain what Mandheling coffee is and where it is produced?
18740889_8,"What is the significance of the Lintong region in coffee production, and how much arabica does it produce annually?"
18740889_8,"What are some characteristics of Gayo coffee, and why is it registered as a Geographical Indication?"
18740889_8,Which regions in Sulawesi are known for high altitude Arabica coffee production?
18740889_9,What is the altitude range for coffee production in the Gayo region of Sumatra?
18740889_9,"How is Gayo coffee processed, and how does this affect its flavor profile?"
18740889_9,What specialty coffee is commonly traded through Kalosi in Sulawesi?
18740889_9,"What characteristics do Sulawesi coffees generally display, and what notes can be found in their flavor?"
18740889_9,What percentage of Sulawesi's coffee is produced by larger estates compared to smallholders?
18740889_10,What regions in Indonesia are known for producing specialty Arabica coffee?
18740889_10,What flavor notes are typically found in Sulawesi coffees?
18740889_10,How is the after-taste of Sulawesi coffee described?
18740889_10,What percentage of Sulawesi coffee is produced by smallholders?
18740889_10,What unique coffee processing method is used by Sulawesi farmers?
18740889_11,What historical significance does Java have in the context of coffee production?
18740889_11,How did the Dutch respond to the rust plague that affected coffee plantations in the late 1880s?
18740889_11,What specific variety of coffee do the old colonial-era plantations in Java primarily produce?
18740889_11,"What are the five largest coffee estates in Java, and how much land do they cover?"
18740889_11,What process is used to prepare the coffee after harvesting on these estates?
18740889_12,What historical significance do the large coffee estates in Indonesia have?
18740889_12,How does the wet process contribute to the quality of Indonesian coffee?
18740889_12,What flavors are typically associated with aged coffees from Indonesia?
18740889_12,What is the role of the Subak Abian farming system in Bali's coffee production?
18740889_12,Can you explain the connection between Java coffee and the Java programming language?
18740889_13,What is the main coffee-growing area on Bali?
18740889_13,What traditional farming system do many coffee farmers on Bali participate in?
18740889_13,How does the Subak Abian philosophy influence coffee farming practices in Bali?
18740889_13,What is the significance of the Geographic Indication established in 2008 for Kintamani coffee?
18740889_13,What processing method is typically used for Balinese coffee and what flavors does it produce?
18740889_14,What role does the Subak play in fair trade coffee production in Indonesia?
18740889_14,How does the Geographic Indication established in 2008 benefit coffee from the Kintamani region?
18740889_14,What are the typical flavor notes found in Balinese coffee processed using the wet method?
18740889_14,What is the primary difference in coffee production between Bali and other regions like Sumatra?
18740889_14,Can you describe the traditional coffee preparation method known as Kopi tubruk?
18740889_15,What traditional coffee preparation method is practiced in Bali?
18740889_15,What is the main coffee-growing region on Sumbawa island and when did its production begin?
18740889_15,How does the terrain of Flores Island contribute to coffee production?
18740889_15,What are the altitude ranges for coffee cultivation in Papua's Baliem Valley and Kamu Valley?
18740889_15,What is the unique feature of the pulped natural processing method used in Flores coffee?
18740889_16,What are the unique flavor notes associated with coffee grown in Flores?
18740889_16,Can you explain the pulped natural processing method used for coffee?
18740889_16,"What are the two main coffee-growing areas in Papua, Indonesia?"
18740889_16,How much coffee is produced per year in the Papua region?
18740889_16,What type of growing practices do farmers in Papua utilize for their coffee?
18740889_17,What are the ideal conditions for Arabica production in Indonesia?
18740889_17,"How much coffee does Indonesia produce annually, and what is expected to change in the near future?"
18740889_17,What role does Koperasi Serba Usaha Baliem Arabica play in supporting coffee farmers?
18740889_17,What is the primary method of coffee harvesting in Indonesia?
18740889_17,What is the giling basah process used by farmers in Indonesia?
18740889_18,What are the different coffee processing methods used by farmers in Indonesia?
18740889_18,How does the 'giling basah' process affect the coffee beans before they are sold?
18740889_18,Can you explain the significance of the bluish-green appearance of Indonesian coffee beans?
18740889_18,What is kopi luwak and how does the process differ from traditional coffee production methods?
18740889_18,Why is kopi luwak considered rare and what factors contribute to its high retail price?
18740889_19,What is the unique processing method used for kopi luwak coffee in Indonesia?
18740889_19,How does the processing of coffee beans in Indonesia affect their flavor profile?
18740889_19,What current activities are being pursued by the Indonesian Coffee and Cocoa Research Institute (ICCRI)?
18740889_19,Can you explain the significance of the Brocap Trap technology in coffee production?
18740889_19,What are the main associations representing Indonesia's coffee industry?
18740889_20,What are the current activities of the ICCRI in the coffee sector in Indonesia?
18740889_20,What is the purpose of the Brocap Trap technology mentioned in the article?
18740889_20,Can you list the three coffee associations representing Indonesia's coffee industry?
18740889_20,When was the Association of Indonesian Coffee Exporters (AICE) founded?
18740889_20,What are some specific challenges posed by the geography of Indonesia in coffee production?
18740889_21,"What associations have been formed to support Indonesia's coffee industry, and when were they established?"
18740889_21,"How many smallholders are involved in coffee production across Indonesia, and what challenges do they face?"
18740889_21,What impact does illegal coffee farming have on biodiversity in Indonesian protected areas?
18740889_21,What is the focus of the Specialty Coffee Association of Indonesia regarding coffee production?
18740889_21,Why has coffee not been regarded as a crop of strategic importance in Indonesia?
18740889_22,What are the main challenges faced by coffee production in Indonesia according to the article?
18740889_22,"Which coffee variety is primarily grown at lower altitudes in Indonesia, and where is the largest production area located?"
18740889_22,What illegal activity regarding coffee farming was reported in Bukit Barisan Selatan National Park?
18740889_22,How is Robusta coffee typically processed after it is harvested on small farms?
18740889_22,"What percentage of Indonesia's total coffee production do the provinces of Lampung, South Sumatra, and Bengkulu account for?"
18740889_23,What provinces in Indonesia are responsible for 50% of the national coffee production?
18740889_23,How is the Robusta coffee harvested by farmers in Indonesia?
18740889_23,What percentage of Indonesia's robusta coffee is consumed in the domestic market annually?
18740889_23,What are the main markets for Indonesian robusta coffee?
18740889_23,How is a small portion of the Robusta crop processed differently from the rest?
18090581_0,What role has coffee production played in Costa Rica's history?
18090581_0,Which provinces are the largest growing areas for coffee in Costa Rica?
18090581_0,How much was the value of Costa Rica's coffee exports in 2015?
18090581_0,What percentage of the labor force was employed in the agricultural sector in 1997?
18090581_0,When did coffee production begin in Costa Rica and what were the ideal conditions for it?
18090581_1,What year did coffee production begin in Costa Rica and where was it primarily located?
18090581_1,How did the Costa Rican government support coffee production in the nineteenth century?
18090581_1,What impact did coffee production have on the economic structure of Costa Rica during the colonial period?
18090581_1,Which country did Costa Rica start exporting coffee to in 1832?
18090581_1,What role did British investment play in the development of the Costa Rican coffee industry?
18090581_2,What role did the coffee industry play in the economic development of Costa Rica during the 19th century?
18090581_2,How did British investments influence the Costa Rican coffee market after 1843?
18090581_2,In what ways did coffee production contribute to the modernization of Costa Rica?
18090581_2,What impact did global coffee price fluctuations have on the Costa Rican economy in the early to mid-20th century?
18090581_2,What significant infrastructure projects were funded by the revenue generated from coffee exports in Costa Rica?
18090581_3,How did the coffee industry contribute to the modernization of Costa Rica?
18090581_3,What impact did global market price fluctuations have on the Costa Rican coffee economy?
18090581_3,What was the significance of the export tax imposed in 1955 on Costa Rican coffee?
18090581_3,How did the coffee blight in 1983 affect the industry and prices in Costa Rica?
18090581_3,What was the purpose of the Central American coffee retention plan established in 1989?
18090581_4,What major crisis affected Costa Rica's coffee industry in 1983?
18090581_4,How did coffee production levels change from 1988 to 1992 despite falling prices?
18090581_4,What was the purpose of the Central American coffee retention plan established in 1989?
18090581_4,Who provides the labor for coffee production in Costa Rica and what are their typical wages?
18090581_4,What are the steps involved in processing coffee beans after they are picked in Costa Rica?
18090581_5,What types of labor are relied upon for coffee production in Costa Rica?
18090581_5,How much do coffee cultivators typically earn per basket picked in Costa Rica?
18090581_5,What are the environmental effects associated with the processing of coffee in Costa Rica?
18090581_5,Which altitude is generally associated with the finest coffee grown in Costa Rica?
18090581_5,What makes Tarrazú coffee particularly desirable or renowned in the coffee market?
18090581_6,What types of sacks are used for storing coffee after processing in Costa Rica?
18090581_6,What factors influence the quality of coffee produced in different altitudes in Costa Rica?
18090581_6,Which region in Costa Rica is known for producing the most desirable coffee beans?
18090581_6,What notable event is organized by the Agriculture and Livestock Ministry in Costa Rica related to coffee?
18090581_6,What recent achievements has Costa Rican coffee attained in international competitions?
18090581_7,What is the Cup of Excellence and how does it relate to coffee production in Costa Rica?
18090581_7,"Which region in Costa Rica achieved the top three positions in the 2023 Cup of Excellence, and who was the first-place producer?"
18090581_7,"What international competition did Costa Rica excel in during 2022, and what categories did it win prizes in?"
18090581_7,"What environmental issue is associated with coffee processing in Costa Rica, especially concerning river pollution?"
18090581_7,How has the Ministry of Health responded to the environmental concerns related to coffee processing?
18090581_8,What are some of the best coffee estates recognized in Costa Rica according to the article?
18090581_8,What environmental issues are associated with coffee production in Costa Rica?
18090581_8,How did coffee processing historically impact river pollution in Costa Rica?
18090581_8,What legislation was enacted in 1995 to address waste management in coffee production?
18090581_8,How has deforestation influenced coffee cultivation in Costa Rica since the 1830s?
18090581_9,What measures were taken by the Costa Rican government in response to coffee production's environmental impact?
18090581_9,How did coffee cultivation in the 1830s contribute to deforestation in Costa Rica?
18090581_9,What was the annual forestry loss rate in Costa Rica during the 1970s and 1980s?
18090581_9,"In what ways have some farmers attempted to utilize coffee pulp waste, and what challenges does this present?"
18090581_9,How did the geographical conditions of Costa Rica influence coffee cultivation in the past?
5612891_0,What are the origins of wild coffee plants according to the history of coffee article?
5612891_0,In which century did Sufi Muslims use coffee to aid concentration during their prayers?
5612891_0,How did coffee spread from Yemen to other regions according to the historical account?
5612891_0,Who introduced coffee seedlings to Martinique and in what year did this occur?
5612891_0,Which country became the world's largest producer of coffee by 1852 and has maintained that status since then?
5612891_1,What significant event occurred in 1720 related to the spread of coffee?
5612891_1,By what year did Saint-Domingue supply half of the world's coffee?
5612891_1,Which country became the largest coffee producer by 1852 and has maintained that status?
5612891_1,Which other major coffee-producing countries emerged since 1950?
5612891_1,"What does the word 'coffee' mean in Arabic, and how does it relate to its color and origin?"
5612891_2,What does the Turkish word 'kahve' contribute to the names of coffee in other languages like Italian and French?
5612891_2,"What are the origins of the Ethiopian word for coffee, and how does it relate to the color brown?"
5612891_2,What key historical term related to coffee originated in 1705?
5612891_2,"According to the excerpt, how has genetic diversity been characterized in Coffea arabica varieties?"
5612891_2,What is the significance of the 10th century reference to 'bunchum' in relation to the history of coffee?
5612891_3,What was the earliest mention of coffee and who referenced it?
5612891_3,When did coffee drinking become well established among Sufi communities?
5612891_3,What significant historical figure is noted for compiling a work on the history of coffee?
5612891_3,From where did Imam Muhammad Ibn Said al-Dhabhani import goods related to coffee?
5612891_3,What properties of coffee did Sheikh Jamal-al-Din al-Dhabhani observe?
5612891_4,What role did Sufi communities in Yemen play in the history of coffee drinking?
5612891_4,Who was Muhammad Ibn Said al-Dhabhani and what contribution did he make to the history of coffee?
5612891_4,"What was the significance of Abd al-Qadir al-Jaziri’s work on coffee, and what was it called?"
5612891_4,"How did coffee spread from Yemen to other regions like Mecca, Medina, and beyond?"
5612891_4,What practices did Sufis associate with coffee consumption during their nighttime devotions?
5612891_5,"What manuscript significantly influenced the history of coffee in Europe, and who translated it?"
5612891_5,How did Sufis in Yemen use coffee during their devotions?
5612891_5,When and where was coffee first known to be used?
5612891_5,What role did coffeehouses play in cities like Cairo and Aleppo?
5612891_5,"What were the historical bans on coffee in Mecca and Cairo, and how were they reversed?"
5612891_6,Who was the first European to mention coffee and in what year?
5612891_6,What event in Mecca in 1511 led to a ban on coffee consumption?
5612891_6,How did the Ottoman Sultan Suleiman I impact the consumption of coffee in 1524?
5612891_6,What was Yemen's significance in the history of coffee cultivation?
5612891_6,Which region in Yemen became the center of coffee production and trade during the sixteenth century?
5612891_7,What significant role did Yemen play in the history of coffee cultivation?
5612891_7,How did Yemen contribute to the global coffee trade during the 15th to 17th centuries?
5612891_7,What was the significance of Mocha in the coffee trade?
5612891_7,How did coffee first arrive in Iran and what impact did it have on social life there?
5612891_7,What evidence from modern studies supports Yemen's importance in the genetic history of Coffee arabica?
5612891_8,What role did Yemen play in the global spread of Coffee arabica according to modern genetic studies?
5612891_8,How did coffee influence social life in Iran during the Safavid era?
5612891_8,What is the significance of the Qahveh khaneh in Iranian culture?
